imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0322399,Getsuyôbi no Yuka,Getsuyôbi no Yuka,1964,1964-03-04,Drama,94,Japan,Japanese,Kô Nakahira,"Sô Kuramoto, Kôichi Saitô",Nikkatsu,"Mariko Kaga, Akira Nakao, Yasukiyo Umeno, Michio Hino, Ken Hatano, Frank Smith, Harold Conway, Hyôe Enoki, Mikiko Sakai, Gô Kuroda, Masaaki Yamamoto, Hayato Tani, Takeshi Yoshida, Reiko Tanikawa, Kasumi Motegi","Yuka is a ""good-time girl"" from Yokohama who is persuaded by her papa to sleep with a foreign business executive so that he can close an important deal.",6.8,120,,,,,,1.0
tt0322420,La vita è un miracolo,Zivot je cudo,2004,2005-03-04,"Comedy, Romance, Music",155,"Serbia, France, Italy","Serbian, English, German, Hungarian",Emir Kusturica,"Ranko Bozic, Emir Kusturica",Les Films Alain Sarde,"Slavko Stimac, Natasa Tapuskovic, Vesna Trivalic, Vuk Kostic, Aleksandar Bercek, Stribor Kusturica, Nikola Kojo, Mirjana Karanovic, Branislav Lalevic, Davor Janjic, Adnan Omerovic, Obrad Djurovic, Nele Karajlic, Dana Todorovic, Vanessa Glodjo",What could be better for the village than a scenic railway to bring in the tourists? What could be worse for tourism than war? Luka builds the railway and shuts his eyes to war. Then Luka's wife runs off with a musician and his son is called up to the army. Luka's life is a war zone. Then he meets Sabaha..,7.6,12097,$ 8000000,,$ 5363574,,26.0,54.0
tt0322423,Glosniej od bomb,Glosniej od bomb,2001,2002-10-04,"Comedy, Drama, Romance",87,Poland,"Polish, English",Przemyslaw Wojcieszek,Przemyslaw Wojcieszek,Agencja Produkcji Filmowej,"Rafal Mackowiak, Sylwia Juszczak, Andrzej Galla, Magdalena Schejbal, Grazyna Krukówna, Krzysztof Czeczot, Michal Tarkowski, Teresa Sawicka, Robert Gonera, Ilona Ostrowska, Lech Janerka, Juliusz Rodziewicz, Grzegorz Wójtowicz, Krzysztof Czarkowski, Jakub Papuga",Marcin and Kaska are young lovers in a lousy little town in Poland. Marcin has just lost his father and is sadly preparing to take over the small auto mechanic business and the house. But ...,6.8,298,,,,,2.0,
tt0322545,Herr Lehmann,Herr Lehmann,2003,2003-10-02,"Comedy, Drama",105,Germany,German,Leander Haußmann,"Sven Regener, Sven Regener",Boje Buck Produktion,"Christian Ulmen, Detlev Buck, Katja Danowski, Janek Rieke, Annika Kuhl, Hartmut Lange, Martin Olbertz, Uwe Dag Berlin, Michael Beck, Michael Gwisdek, Stephan Baumecker, Tim Fischer, Karsten Speck, Margit Bendokat, Johann Adam Oest","In October 1989, the part of the West Berlin borough of Kreuzberg called SO 36, had been largely shut off by the Wall from the rest of the city for 28 years. A lethargic sub-culture of ...",7.2,6638,EUR 6000000,,$ 4143889,,16.0,21.0
tt0322589,Honey,Honey,2003,2004-04-30,"Drama, Music, Romance",94,USA,English,Bille Woodruff,"Alonzo Brown, Kim Watson",Universal Pictures,"Jessica Alba, Mekhi Phifer, Romeo Miller, Joy Bryant, David Moscow, Lonette McKee, Zachary Isaiah Williams, Christian Monzon, Al Shearer, Jull Weber, Laurieann Gibson, O'Neal McKnight, Kevin Duhaney, William Omar Tobar, Ivan 'Flipz' Velez","Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.",5.4,42827,$ 18000000,$ 30308417,$ 62228395,37.0,144.0,98.0
tt0322590,Honey Baby,Honey Baby,2004,2005-02-25,"Drama, Romance",105,"Finland, Germany, Latvia, Russia","English, Latvian, Russian",Mika Kaurismäki,"Eike Goreczka, Mika Kaurismäki",Eho Filma,"Henry Thomas, Irina Björklund, Helmut Berger, Kari Väänänen, Elena Gorbunova, Katerina Golanova, Aleksandrs Radzevics, Bela B., Kai Wiesinger, Peter Franzén, Maria Kaurismäki, Bridge Markland",A road movie based on the Greek story of Orpheus and Eurydice...,5.7,335,EUR 2500000,,,,3.0,6.0
tt0322621,Hey DJ,Hey DJ,2003,2020-07-20,"Comedy, Drama, Music",86,USA,English,"Migel Delgado, Jon Jacobs",James Ricardo,Full Circle Studios,"Jon Jacobs, Charlotte Lewis, Tina Wiseman, Terry Camilleri, Ivelin Giro, Veronica Grey, Luis Puig, Joe Chavez, Mara Zauska, Martika Palma, Martha Ocampo, Susan Artigas, Sasha Jovanovich, Taliesin Jacobs, Zoe Robbins","From Miami to Ibiza, HEY DJ chronicles the meteoric rise to Fame of DJ HOUND DOG and the terrible mess he makes of his love life. Featuring an all star cast of the Worlds Greatest DJ's.",6.5,502,$ 200000,,,,12.0,4.0
tt0322629,Houve uma Vez Dois Verões,Houve uma Vez Dois Verões,2002,2002,"Comedy, Romance",75,Brazil,Portuguese,Jorge Furtado,Jorge Furtado,Casa de Cinema de Porto Alegre,"André Arteche, Ana Maria Mainieri, Pedro Furtado, Júlia Barth, Victória Mazzini, Marcelo Aquino, Janaína Kremer Motta, Yuri Ferreira, Álvaro Rosa Costa, Irene Brietzke, Cris Broilo, Renato Campão, Antônio Carlos Falcão, Alice Furtado, Julia Furtado","A coming of age dramatic comedy dealing with the effect that two ""summers"" have on the lives of several teenagers. The main story involves an innocent teenage boy and a conniving teenage ...",7.1,698,,,,,4.0,4.0
tt0322645,Inuyasha the Movie - Un sentimento che trascende il tempo,Inuyasha - Toki wo Koeru Omoi,2001,2005-05-25,"Animation, Action, Adventure",100,Japan,Japanese,Toshiya Shinohara,"Rumiko Takahashi, Katsuyuki Sumizawa",Sunrise,"Kappei Yamaguchi, Satsuki Yukino, Kôji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Ken'ichi Ogata, Noriko Hidaka, Hisako Kyôda, Toshihiko Nakajima, Katsumi Suzuki, Akiko Nakagawa, Asako Dodo, Ken Narita, Chô, Mamiko Noto",Menomaru(a moth monster) was brought to life by a Shikon Shard. Inuyasha's father has defeated the monster's father 500 years ago. Inuyasha will need Kagome's feelings to win.,7.3,2225,,,$ 10539779,,13.0,10.0
tt0322651,Dream Warrior,Dream Warrior,2003,2003-09-18,"Action, Sci-Fi",95,"USA, Croatia",English,Zachary Weintraub,Zachary Weintraub,Jadran Film,"Daniel Goddard, Lance Henriksen, Sherilyn Fenn, Isaac Hayes, Matthew Porretta, Richard Norton, Zahra Swetz, Richard Claxton, Tvrtko Juric, Bojana Gregoric, Zeljko Loncar, Tihomir Lerner, Kreso Licul, Nikola Jurlina, Stojan Matavulj","In an apocalyptic future, a man with extra-human powers goes on the run.",4.4,476,,,,,20.0,3.0
tt0322659,Northfork,Northfork,2003,2003-08-01,"Drama, Fantasy",103,USA,English,Michael Polish,"Mark Polish, Michael Polish",Paramount Classics,"James Woods, Nick Nolte, Douglas Sebern, Claire Forlani, Duel Farnes, Mark Polish, Daryl Hannah, Graham Beckel, Josh Barker, Peter Coyote, Jon Gries, Rick Overton, Robin Sachs, Ben Foster, Anthony Edwards","Set in 1955, the residents of a small Montana community are forced to move their homes to make way for a new dam.",6.3,5239,$ 1900000,$ 1420578,$ 1599804,64.0,126.0,62.0
tt0322674,De Tweeling,De Tweeling,2002,2002-12-12,"Drama, Romance, War",137,"Netherlands, Luxembourg","Dutch, German, English, French",Ben Sombogaart,"Tessa de Loo, Marieke van der Pol",IDTV Film,"Ellen Vogel, Gudrun Okras, Thekla Reuten, Nadja Uhl, Julia Koopmans, Sina Richardt, Betty Schuurman, Jaap Spijkers, Roman Knizka, Margarita Broich, Ingo Naujoks, Barbara Auer, Jeroen Spitzenberger, Hans Somers, Hans Trentelman",Twin Sisters is an epic love story based on the Dutch bestseller by Tessa de Loo that has been read by more than 3.5 million readers in Holland and Germany.,7.4,6356,,$ 1563,$ 5938165,,30.0,27.0
tt0322700,I Love Your Work,I Love Your Work,2003,2008-07-02,"Drama, Mystery",111,USA,English,Adam Goldberg,"Adrian Butchart, Adam Goldberg",Cyan Pictures,"Marisa Coughlan, Judy Greer, Shalom Harlow, Jared Harris, Joshua Jackson, Nicky Katt, Jason Lee, Franka Potente, Giovanni Ribisi, Christina Ricci, Vince Vaughn, Elvis Costello, Eric Siegel, John Tottenham, Dan Bucatinsky","The film follows fictional movie star Gray Evans through the disintegration of his marriage, his gradual mental breakdown, and his increasing obsession with a young film student who reminds...",5.3,1777,$ 1650000,$ 3264,$ 3264,39.0,38.0,20.0
tt0322725,L'imbalsamatore,L'imbalsamatore,2002,2002-09-06,"Drama, Romance",100,Italy,Italian,Matteo Garrone,"Ugo Chiti, Massimo Gaudioso",Fandango,"Ernesto Mahieux, Valerio Foglia Manzillo, Elisabetta Rocchetti, Lina Bernardi, Pietro Biondi, Marcella Granito, Giuseppe Arena, Bernardino Terracciano, Rosario J. Gnolo, Vincenzo Puocci, Renato Puocci, Valentino Puocci, Aldo Leonardi, Nadia Carlomagno, Rita Brugnoli","A solitary embalmer meets a charming and unemployed waiter who becomes his assistant, but the two get involved in a morbid and unhealthy professional and personal relationship.",7.0,2129,,$ 56878,$ 384336,71.0,14.0,20.0
tt0322731,Impulsos,Impulsos,2002,2002-05-24,Thriller,91,Spain,Spanish,Miguel Alcantud,Miguel Alcantud,Castelao Producciones,"Ana Risueño, Daniel Freire, Paloma Ruiz de Alda, Walter Moreno, Paloma Berganza, Michaela Brízová, Miquel García Borda, Christian Howes, Horacio Icasto, Liz Lobato, Ruth Puebla","Sara, a young woman witnesses a murder. Thinking she can use this information for her own advantage, she decides to blackmail Jaime, the killer. As the two begin a lethal game of ...",4.5,109,,,$ 113759,,4.0,3.0
tt0322788,Ishtam,Ishtam,2001,2001-10-01,"Comedy, Drama, Romance",110,India,Malayalam,Sibi Malayil,Kalavur Ravikumar,,"Dileep, Navya Nair, Nedumudi Venu, Jayasudha, Innocent, Sreenivasan, Balachandra Menon, Suma Jayaram, Jyothirmayi, Kalpana, Kalabhavan Niyas",A tale that narrates the healthy relationship between a father and his son.,6.9,331,,,,,,
tt0322807,Jagoda: Fragole al supermarket,Jagoda u supermarketu,2003,2004-05-28,"Action, Comedy, Adventure",83,"Serbia, Germany, Republic of North Macedonia, Italy",Serbian,Dusan Milic,Dusan Milic,Fandango,"Branka Katic, Srdjan 'Zika' Todorovic, Dubravka Mijatovic, Danilo Lazovic, Goran Radakovic, Mirjana Karanovic, Nikola Simic, Zorka Manojlovic, Marko Jeremic, Emir Kusturica, Goran Susljik, Milos Samolov, Bozidar Stosic, Djordje Brankovic, Branko Cvejic",An ex-soldier storms into a supermarket and takes all the cashiers hostage because one of them insulted his grandmother.,6.5,1877,,,$ 77586,,10.0,10.0
tt0322824,Japón,Japón,2002,2004-07-18,Drama,130,Mexico,Spanish,Carlos Reygadas,Carlos Reygadas,No Dream Cinema,"Alejandro Ferretis, Magdalena Flores, Yolanda Villa, Martín Serrano, Rolando Hernández, Bernabe Pérez, Fernando Benítez, Carlo Reygadas Barquín","A painter from the big city goes to a remote canyon to commit suicide. To reach some calmness, he stays at the farmstead of Ascen, an old, religious woman. Although but a few words are spoken, love grows.",6.9,3270,$ 250050,$ 21900,$ 206784,76.0,44.0,68.0
tt0322830,Je suis votre homme,Je suis votre homme,2004,2004-08-25,Comedy,106,France,French,Danièle Dubroux,"Danièle Dubroux, Pascal Richou",Maïa Films,"Catherine Frot, Isabelle Carré, François Berléand, Melvil Poupaud, Julie Depardieu, Claire Nebout, Eva Ionesco, Marc Andréoni, Emmanuelle Riva, Jacques François, Bruno Sermonne, Marina Tomé, Hubert Saint-Macary, Jean-Claude Montheil, Céline Savoldelli","A bisexual good-nature girl with a movie critic, a husband who is hoping to win back his wife, a spirited young man with twisted situations a little too excited. A mysterious brothel that ...",5.9,168,,,$ 479160,,3.0,4.0
tt0322853,Jînzu burûsu: Asu naki buraiha,Jînzu burûsu: Asu naki buraiha,1974,1974,"Crime, Thriller",91,Japan,Japanese,Sadao Nakajima,"Takeo Kaneko, Sadao Nakajima",Toei Company,"Tsunehiko Watase, Meiko Kaji, Ryôhei Uchida, Hideo Murota, Takuzô Kawatani, Eriko Kano, Yoko Horikoshi, Seizô Fukumoto, Rin'ichi Yamamoto","Hijiriko makes off from the bar she works at with money and a car that isn't hers. Meanwhile, Jiro Katagiri is up to no good with his gangster friends and ends up making off with all their ...",7.1,106,,,,,3.0,1.0
tt0322884,El juego de la silla,El juego de la silla,2002,2003-08-07,Comedy,93,Argentina,Spanish,Ana Katz,Ana Katz,Tresplanos Cine,"Raquel Bank, Diego De Paula, Verónica Moreno, Luciana Lifschitz, Ana Katz, Nicolás Tacconi, Daniel Valenzuela, Marcos Montes, Zulma Buyutti, Luis Mango, Maruja Bustamante","Victor, who lives abroad, must travel to his country of origin sent by the company where he works and will have only one day to visit his family who will do the impossible to honor him in ...",6.6,149,,,,,1.0,
tt0322887,Jukkai no mosukîto,Jukkai no mosukîto,1983,1983-07-02,Drama,108,Japan,Japanese,Yôichi Sai,"Yôichi Sai, Yûya Uchida",New Century Producers,"Yûya Uchida, Ann Lewis, Kyôko Koizumi, Kai Atô, Bang-ho Cho, Yuki Kazamatsuri, Takeshi Kitano, Nenji Kobayashi, Junko Miyashita, Reiko Nakamura, Kei Satô, Hiroshi Shimizu, Shirô Shimomoto, Shinobu Tsuruta, Rikiya Yasuoka",Jukkai no Mosukito is the tragic story of a policeman who has never succeeded in anything in life and seems to be hopelessly bound to failure in all his undertakings. His ex-wife and ...,7.0,108,,,,,1.0,2.0
tt0322896,Jutro bedzie niebo,Jutro bedzie niebo,2001,2002-10-18,Drama,77,Poland,Polish,Jaroslaw Marszewski,Jaroslaw Marszewski,Cinematography Committee APF,"Beata Bilska, Janusz Chabior, Aleksandra Hamkalo, Józef Hamkalo, Mariusz Janiak, Piotr Kaczkowski, Wojciech Kulinski, Andrzej Lorowski, Dariusz Majchrzak, Andrzej Nowicki, Krzysztof Pieczynski, Milogost Reczek, Ryszard Ronczewski, Roman Szczygielski, Henryk Talar",,6.2,176,,,,,1.0,
tt0322902,Kadalikka Neramillai,Kadalikka Neramillai,1964,1964,"Comedy, Romance",159,India,Tamil,C.V. Sridhar,,,"T.S. Balaiah, Kanchana, R. Muthuraman, Nagesh, Rajashree, Ravichandran, Sachhu","Poor Ashok loves Nirmala, daughter of industrialist Vishwanathan who is determined to get his daughters married off to a rich groom. Ashok seeks his affluent friend Vasu's help, who disguises as Ashok's father.",8.1,357,,,,,2.0,
tt0322918,I Cavalieri dello zodiaco - L'ardente scontro degli dei,Seinto Seiya: Kamigami no atsuki tatakai,1988,1988-03-12,"Animation, Action, Fantasy",45,Japan,Japanese,Shigeyasu Yamauchi,"Takao Koyama, Masami Kurumada",Toei Doga,"Tôru Furuya, Hirotaka Suzuoki, Kôichi Hashimoto, Ryô Horikawa, Hideyuki Hori, Keiko Han, Tesshô Genda, Daisuke Gôri, Iemasa Kayumi, Yû Mizushima, Akira Murayama, Keiichi Nanba, Satoko Yamano","Hyoga is missing somewhere in Asgard... When Seiya and the others are looking for him, Athena is kidnapped and they have to rescue her from Dolvar and some mysterious warriors.",6.8,896,,,,,2.0,1.0
tt0322936,Kehtaa Hai Dil Baar Baar,Kehtaa Hai Dil Baar Baar,2002,2002-11-15,"Comedy, Drama, Romance",119,"India, USA","Hindi, English",Rahul Dholakia,"Raman Bharadwaj, Neeraj Vora",CA Films,"Paresh Rawal, Jimmy Sheirgill, Kim Sharma, Johnny Lever, Ranjeet, Neena Kulkarni, Parzaan Dastur, Dinesh Hingoo, Amneek Sandhu, Puja Gupta, Perry Patel, Payan Mehta, Toral Mehta, Sudha Grover, Tirlok Malik","An egoistic and overprotective father, tests his soon-to-be son in law whether he is suitable for his daughter or not. Mayhem ensues after he learns that his future son in law is not that what he imagined.",4.7,176,,$ 95415,$ 95415,,3.0,2.0
tt0322987,Kontorstid,Kontorstid,2003,2003-01-17,"Comedy, Drama",106,Sweden,Swedish,Tomas Alfredson,Sofia Fredén,Film i Väst,"Ulrika Hansson, Daniela Svensson, Thommy Berggren, Sven Ahlström, Sten Elfström, Sannamari Patjas, Thomas Holmin, Mattias Silvell, Mårten Klingberg, Pierre Tafvelin, Daniel Gustavsson, Johan Holmberg, Annika Kofoed, Sven-Olof Jansson, Klas Jahnberg",Lotta and Pernilla are best friends as employes. But when two consults takes in and there worktime changes something happens.,4.9,186,,,,,3.0,2.0
tt0322988,Kopeyka,Kopeyka,2002,2002-06-07,Comedy,115,Russia,Russian,Ivan Dykhovichnyy,"Ivan Dykhovichnyy, Vladimir Sorokin",Etalon Film,"Sergey Mazaev, Andrey Krasko, Yuriy Tsurilo, Roman Madyanov, Aleksandra Kulikova, Oleg Kovalov, Sergey Shnurov, Olga Dykhovichnaya, Elena Babenko, Igor Artashonov, Valeri Kudryashov, Vladimir Sorokin",In this movie we follow fate not a person but car: first Soviet Lada. It starts with Brezhnev daughter and then gradually moves on parallel to last years of USSR into wild after-perestroika years with bandits and newly born oligarchs.,7.0,390,,,,,5.0,
tt0322999,Ze film,Ze film,2005,2005-02-23,Comedy,105,France,French,Guy Jacques,"Constantine Attia, Guy Jacques",Ze Prod,"Clément Sibony, Dan Herzberg, Micky El Mazroui, Predrag 'Miki' Manojlovic, Lorànt Deutsch, Karina Testa, Adel Bencherif, Samir Guesmi, Carine Lacroix, François Morel, Samia Jadda, Dominique Pinon, Hassan Koubba, Yolande Moreau, Marie Owen","A poor kid nicknamed Kubrick loves movies and dreams about being an award winning director. One day, he stumbles upon a movie shoot, gets confused with a real movie maker and takes the equipment he needs to shoot his movie.",5.4,252,,,$ 847646,,1.0,1.0
